x,y,alpha
0.0004063823726028204,0.000579698069486767,0.0038385556545108557
0.00041253757080994546,0.0008549437625333667,0.004609398078173399
0.000651766371447593,0.0010977443307638168,0.0037321951240301132
0.0014099208638072014,0.001112098922021687,0.0014664597110822797
