tempo,enc1,enc2,enc3,strain1,strain2,strain3,strain4,strain5,strain6,posx,posy,alpha
0.0,0.002191401125550916,0.1766269307194038,0.0,0.0767822265625,-0.00885009765625,0.001739501953125,0.038543701171875,0.025726318359375,-0.02801513671875,0.017200000000000045,-0.05640000000000009,0.31120367320510334
0.000999990002499975,0.002191401125550916,0.1766269307194038,0.0,0.077911376953125,-0.009735107421875,0.00225830078125,0.038299560546875,0.026397705078125,-0.027252197265625,0.017200000000000045,-0.05640000000000009,0.31120367320510334
0.00199998000499995,0.002191401125550916,0.1766269307194038,0.0,0.078948974609375,-0.009490966796875,0.00164794921875,0.037872314453125,0.026336669921875,-0.027923583984375,0.017200000000000045,-0.05640000000000009,0.31120367320510334
0.0030000000075,0.002191401125550916,0.1766269307194038,0.0,0.077606201171875,-0.00909423828125,0.001678466796875,0.0386962890625,0.02679443359375,-0.028167724609375,0.017200000000000045,-0.05640000000000009,0.31120367320510334
0.003999990009999975,0.002191401125550916,0.1766269307194038,0.0,0.07684326171875,-0.008880615234375,0.002716064453125,0.038970947265625,0.02587890625,-0.027862548828125,0.017200000000000045,-0.05640000000000009,0.31120367320510334
0.00499998001249995,0.002191401125550916,0.1766269307194038,0.0,0.075897216796875,-0.008636474609375,0.002471923828125,0.039337158203125,0.025634765625,-0.029571533203125,0.017200000000000045,-0.05640000000000009,0.31120367320510334
0.006000000015,0.002191401125550916,0.1766269307194038,0.0,0.075897216796875,-0.008758544921875,0.002349853515625,0.03887939453125,0.02496337890625,-0.02899169921875,0.017200000000000045,-0.05640000000000009,0.31120367320510334
0.006999990017499975,0.002191401125550916,0.1766269307194038,0.0,0.077239990234375,-0.009552001953125,0.002227783203125,0.038543701171875,0.02520751953125,-0.02752685546875,0.017200000000000045,-0.05640000000000009,0.31120367320510334
0.00799998001999995,0.002191401125550916,0.1766269307194038,0.0,0.077423095703125,-0.00885009765625,0.0023193359375,0.037567138671875,0.027069091796875,-0.02813720703125,0.017200000000000045,-0.05640000000000009,0.31120367320510334
0.0090000000225,0.002191401125550916,0.1766269307194038,0.0,0.077850341796875,-0.00860595703125,0.001739501953125,0.03814697265625,0.027008056640625,-0.028656005859375,0.017200000000000045,-0.05640000000000009,0.31120367320510334
0.009999990024999975,0.002191401125550916,0.1766269307194038,0.0,0.07659912109375,-0.0086669921875,0.001251220703125,0.038299560546875,0.0269775390625,-0.02899169921875,0.017200000000000045,-0.05640000000000009,0.31120367320510334
0.01099998002749995,0.002191401125550916,0.1766269307194038,0.0,0.07666015625,-0.009002685546875,0.002716064453125,0.0391845703125,0.026031494140625,-0.02911376953125,0.017200000000000045,-0.05640000000000009,0.31120367320510334
0.01200000003,0.002191401125550916,0.1766269307194038,0.0,0.078216552734375,-0.009246826171875,0.002532958984375,0.038787841796875,0.025421142578125,-0.0291748046875,0.017200000000000045,-0.05640000000000009,0.31120367320510334
0.012999990032499974,0.002191401125550916,0.1766269307194038,0.0,0.078338623046875,-0.0086669921875,0.00225830078125,0.03851318359375,0.02587890625,-0.027740478515625,0.017200000000000045,-0.05640000000000009,0.31120367320510334
0.01399998003499995,0.002191401125550916,0.1766269307194038,0.0,0.078704833984375,-0.008453369140625,0.002685546875,0.038726806640625,0.026580810546875,-0.02679443359375,0.017200000000000045,-0.05640000000000009,0.31120367320510334
0.0150000000375,0.002191401125550916,0.1766269307194038,0.0,0.077972412109375,-0.0076904296875,0.002777099609375,0.03839111328125,0.027252197265625,-0.02880859375,0.017200000000000045,-0.05640000000000009,0.31120367320510334
0.015999990039999974,0.002191401125550916,0.1766269307194038,0.0,0.07647705078125,-0.009979248046875,0.0025634765625,0.03857421875,0.026123046875,-0.028106689453125,0.017200000000000045,-0.05640000000000009,0.31120367320510334
0.01699998004249995,0.002191401125550916,0.1766269307194038,0.0,0.07745361328125,-0.009765625,0.002838134765625,0.03851318359375,0.025177001953125,-0.027496337890625,0.017200000000000045,-0.05640000000000009,0.31120367320510334
0.018000000045,0.002191401125550916,0.1766269307194038,0.0,0.078033447265625,-0.009918212890625,0.00286865234375,0.03863525390625,0.02587890625,-0.027862548828125,0.017200000000000045,-0.05640000000000009,0.31120367320510334
0.018999990047499974,0.002191401125550916,0.1766269307194038,0.0,0.0782470703125,-0.008758544921875,0.002471923828125,0.03802490234375,0.0264892578125,-0.027801513671875,0.017200000000000045,-0.05640000000000009,0.31120367320510334
0.01999998004999995,0.002191401125550916,0.1766269307194038,0.0,0.077423095703125,-0.009307861328125,0.002410888671875,0.038482666015625,0.02630615234375,-0.027252197265625,0.017200000000000045,-0.05640000000000009,0.31120367320510334
0.0210000000525,0.002191401125550916,0.1766269307194038,0.0,0.077056884765625,-0.009735107421875,0.002349853515625,0.0384521484375,0.026031494140625,-0.027923583984375,0.017200000000000045,-0.05640000000000009,0.31120367320510334
0.021999990054999974,0.002191401125550916,0.1766269307194038,0.0,0.0775146484375,-0.00982666015625,0.0028076171875,0.03857421875,0.026031494140625,-0.0277099609375,0.017200000000000045,-0.05640000000000009,0.31120367320510334
0.02299998005749995,0.002191401125550916,0.1766269307194038,0.0,0.078033447265625,-0.009521484375,0.00238037109375,0.038116455078125,0.02618408203125,-0.026611328125,0.017200000000000045,-0.05640000000000009,0.31120367320510334
0.02400000006,0.002191401125550916,0.1766269307194038,0.0,0.077606201171875,-0.0089111328125,0.002716064453125,0.038848876953125,0.02618408203125,-0.02703857421875,0.017200000000000045,-0.05640000000000009,0.31120367320510334
0.024999990062499974,0.002191401125550916,0.1766269307194038,0.0,0.076812744140625,-0.0089111328125,0.002044677734375,0.0389404296875,0.025299072265625,-0.02972412109375,0.01625000000000003,-0.05737500000000009,0.31292867320510337
0.02599998006499995,0.002191401125550916,0.1766269307194038,0.0,0.07696533203125,-0.010772705078125,0.0023193359375,0.038360595703125,0.025634765625,-0.02899169921875,0.015300000000000012,-0.058350000000000124,0.3146536732051034
0.027000000067500002,0.002191401125550916,0.1766269307194038,0.0,0.0772705078125,-0.01092529296875,0.00250244140625,0.039337158203125,0.024749755859375,-0.02801513671875,0.014349999999999995,-0.059325000000000155,0.31637867320510343
0.027999990069999977,0.002191401125550916,0.1766269307194038,0.0,0.07769775390625,-0.009368896484375,0.002288818359375,0.038482666015625,0.02587890625,-0.028961181640625,0.013399999999999976,-0.06030000000000017,0.31810367320510347
