tempo,enc1,enc2,enc3,strain1,strain2,strain3,strain4,strain5,strain6,posx,posy,alpha
0.0,0.0004382802251101832,0.17443552959385292,0.0,0.07757568359375,-0.007781982421875,0.002899169921875,0.039703369140625,0.02593994140625,-0.025726318359375,0.025600000000000022,-0.06669999999999993,0.8787036732051035
0.000999990002499975,0.0004382802251101832,0.17443552959385292,0.0,0.076690673828125,-0.007843017578125,0.002899169921875,0.0391845703125,0.025970458984375,-0.02655029296875,0.025600000000000022,-0.06669999999999993,0.8787036732051035
0.00199998000499995,0.0004382802251101832,0.17443552959385292,0.0,0.077850341796875,-0.00640869140625,0.002197265625,0.038909912109375,0.0264892578125,-0.027252197265625,0.025600000000000022,-0.06669999999999993,0.8787036732051035
0.0030000000075,0.0004382802251101832,0.17443552959385292,0.0,0.078643798828125,-0.00677490234375,0.002471923828125,0.040252685546875,0.027099609375,-0.0260009765625,0.025600000000000022,-0.06669999999999993,0.8787036732051035
0.003999990009999975,0.0004382802251101832,0.17443552959385292,0.0,0.07830810546875,-0.00689697265625,0.002227783203125,0.0390625,0.026397705078125,-0.027679443359375,0.025600000000000022,-0.06669999999999993,0.8787036732051035
0.00499998001249995,0.0004382802251101832,0.17443552959385292,0.0,0.07818603515625,-0.00836181640625,0.002716064453125,0.039703369140625,0.026092529296875,-0.02825927734375,0.025600000000000022,-0.06669999999999993,0.8787036732051035
0.006000000015,0.0004382802251101832,0.17443552959385292,0.0,0.0770263671875,-0.00836181640625,0.002960205078125,0.0399169921875,0.026031494140625,-0.027099609375,0.025600000000000022,-0.06669999999999993,0.8787036732051035
0.006999990017499975,0.0004382802251101832,0.17443552959385292,0.0,0.076934814453125,-0.00823974609375,0.001953125,0.040008544921875,0.026702880859375,-0.02679443359375,0.025600000000000022,-0.06669999999999993,0.8787036732051035
0.00799998001999995,0.0004382802251101832,0.17443552959385292,0.0,0.0772705078125,-0.00750732421875,0.0020751953125,0.039825439453125,0.02764892578125,-0.026885986328125,0.025600000000000022,-0.06669999999999993,0.8787036732051035
0.0090000000225,0.0004382802251101832,0.17443552959385292,0.0,0.07745361328125,-0.007171630859375,0.002410888671875,0.039794921875,0.027587890625,-0.02728271484375,0.025600000000000022,-0.06669999999999993,0.8787036732051035
