tempo,enc1,enc2,enc3,strain1,strain2,strain3,strain4,strain5,strain6,posx,posy,alpha
0.0,-0.2502580085379146,0.42907634038286935,0.19634954084936207,0.061370849609375,-0.006256103515625,-0.009674072265625,0.036468505859375,0.029022216796875,-0.02886962890625,0.0012000000000000456,-0.022199999999999817,0.08160367320510353
0.000999990002499975,-0.2502580085379146,0.42907634038286935,0.19634954084936207,0.060882568359375,-0.007049560546875,-0.009368896484375,0.03717041015625,0.028411865234375,-0.028289794921875,0.0012000000000000456,-0.022199999999999817,0.08160367320510353
0.002000010005000025,-0.2502580085379146,0.42907634038286935,0.19634954084936207,0.060638427734375,-0.00726318359375,-0.0093994140625,0.03662109375,0.0296630859375,-0.028900146484375,0.0012000000000000456,-0.022199999999999817,0.08160367320510353
0.0030000000075,-0.2502580085379146,0.42907634038286935,0.19634954084936207,0.060577392578125,-0.00714111328125,-0.009674072265625,0.037384033203125,0.028839111328125,-0.029266357421875,0.0012000000000000456,-0.022199999999999817,0.08160367320510353
0.003999990009999975,-0.2502580085379146,0.42907634038286935,0.19634954084936207,0.060791015625,-0.00567626953125,-0.00958251953125,0.037109375,0.02783203125,-0.0286865234375,0.0012000000000000456,-0.022199999999999817,0.08160367320510353
0.005000010012500025,-0.2502580085379146,0.42907634038286935,0.19634954084936207,0.061187744140625,-0.005035400390625,-0.00946044921875,0.0367431640625,0.028106689453125,-0.028778076171875,0.0015500000000000405,-0.020549999999999832,0.08227867320510351
0.006000000015,-0.2502580085379146,0.42907634038286935,0.19634954084936207,0.060821533203125,-0.0040283203125,-0.01025390625,0.037353515625,0.02801513671875,-0.029022216796875,0.0019000000000000345,-0.018899999999999847,0.0829536732051035
0.006999990017499975,-0.2502580085379146,0.42907634038286935,0.19634954084936207,0.060333251953125,-0.004547119140625,-0.009796142578125,0.036346435546875,0.026824951171875,-0.02825927734375,0.002250000000000029,-0.01724999999999989,0.08362867320510348
0.008000010020000024,-0.2502580085379146,0.42907634038286935,0.19634954084936207,0.059814453125,-0.0057373046875,-0.0098876953125,0.036712646484375,0.0284423828125,-0.027496337890625,0.002600000000000023,-0.015599999999999906,0.08430367320510346
0.0090000000225,-0.2502580085379146,0.42907634038286935,0.19634954084936207,0.0614013671875,-0.0057373046875,-0.00994873046875,0.03656005859375,0.02850341796875,-0.028717041015625,0.002600000000000023,-0.015599999999999906,0.08430367320510346
0.009999990024999975,-0.2502580085379146,0.42907634038286935,0.19634954084936207,0.061737060546875,-0.005462646484375,-0.010040283203125,0.0360107421875,0.02813720703125,-0.027862548828125,0.002600000000000023,-0.015599999999999906,0.08430367320510346
0.011000010027500026,-0.2502580085379146,0.42907634038286935,0.19634954084936207,0.0611572265625,-0.00567626953125,-0.010345458984375,0.036102294921875,0.028045654296875,-0.0289306640625,0.002600000000000023,-0.015599999999999906,0.08430367320510346
0.01200000003,-0.2502580085379146,0.42907634038286935,0.19634954084936207,0.0611572265625,-0.006011962890625,-0.01007080078125,0.0367431640625,0.02789306640625,-0.028839111328125,0.002600000000000023,-0.015599999999999906,0.08430367320510346
0.012999990032499974,-0.2502580085379146,0.42907634038286935,0.19634954084936207,0.061370849609375,-0.0059814453125,-0.010162353515625,0.03717041015625,0.0281982421875,-0.0289306640625,0.002600000000000023,-0.015599999999999906,0.08430367320510346
