tempo,enc1,enc2,enc3,strain1,strain2,strain3,strain4,strain5,strain6,posx,posy,alpha
0.0,-0.0004382802251101832,0.3484327789625956,-0.06442719309119693,0.064361572265625,0.01531982421875,-0.01788330078125,0.03955078125,0.025726318359375,-0.02587890625,0.002999999999999999,-0.07629999999999995,0.1070036732051034
0.000999990002499975,-0.0004382802251101832,0.3484327789625956,-0.06442719309119693,0.06414794921875,0.014190673828125,-0.017730712890625,0.038726806640625,0.025970458984375,-0.026611328125,0.002999999999999999,-0.07629999999999995,0.1070036732051034
0.00199998000499995,-0.0004382802251101832,0.3484327789625956,-0.06442719309119693,0.064178466796875,0.014617919921875,-0.017578125,0.038421630859375,0.0255126953125,-0.02655029296875,0.002999999999999999,-0.07629999999999995,0.1070036732051034
0.0030000000075,-0.0004382802251101832,0.3484327789625956,-0.06442719309119693,0.06500244140625,0.013916015625,-0.018524169921875,0.03790283203125,0.026275634765625,-0.025970458984375,0.003650000000000005,-0.07629999999999995,0.1060286732051034
0.003999990009999975,-0.0004382802251101832,0.3484327789625956,-0.06442719309119693,0.065338134765625,0.013702392578125,-0.0181884765625,0.03875732421875,0.026611328125,-0.026336669921875,0.00430000000000001,-0.07629999999999995,0.10505367320510339
0.00499998001249995,-0.0004382802251101832,0.3484327789625956,-0.06442719309119693,0.06524658203125,0.01214599609375,-0.018951416015625,0.038238525390625,0.0274658203125,-0.027435302734375,0.004950000000000017,-0.07629999999999995,0.10407867320510339
0.006000000015,-0.0004382802251101832,0.3484327789625956,-0.06442719309119693,0.06622314453125,0.012054443359375,-0.0191650390625,0.038543701171875,0.027252197265625,-0.026641845703125,0.005600000000000022,-0.07629999999999995,0.10310367320510339
0.006999990017499975,-0.0004382802251101832,0.3484327789625956,-0.06442719309119693,0.065338134765625,0.0120849609375,-0.0191650390625,0.038482666015625,0.027099609375,-0.025482177734375,0.005600000000000022,-0.07629999999999995,0.10310367320510339
0.00799998001999995,-0.0004382802251101832,0.3484327789625956,-0.06442719309119693,0.0643310546875,0.0126953125,-0.01971435546875,0.03826904296875,0.026763916015625,-0.02630615234375,0.005600000000000022,-0.07629999999999995,0.10310367320510339
0.0090000000225,-0.0004382802251101832,0.3484327789625956,-0.06442719309119693,0.06402587890625,0.01348876953125,-0.01959228515625,0.038787841796875,0.02581787109375,-0.027679443359375,0.005600000000000022,-0.07629999999999995,0.10310367320510339
0.009999990024999975,-0.0004382802251101832,0.3484327789625956,-0.06442719309119693,0.064971923828125,0.0133056640625,-0.019195556640625,0.03887939453125,0.026611328125,-0.02642822265625,0.005600000000000022,-0.07629999999999995,0.10310367320510339
0.01099998002749995,-0.0004382802251101832,0.3484327789625956,-0.06442719309119693,0.06549072265625,0.013763427734375,-0.018707275390625,0.03973388671875,0.026397705078125,-0.02667236328125,0.005600000000000022,-0.07629999999999995,0.10310367320510339
