tempo,enc1,enc2,enc3,strain1_filt,strain2_filt,strain3_filt,strain4_filt,strain5_filt,strain6_filt,posx_trat,posy_trat,alpha_trat
0.0,-0.2502580085379146,0.4290763403828693,0.196349540849362,0.0614543708285003,-0.007052304253373977,-0.009385666417301692,0.03616957637313861,0.029038883868797882,-0.02864833091417282,0.001349810352977552,-0.02149086846219842,0.07943421274518302
0.0009999900024999,-0.2502580085379146,0.4290763403828693,0.196349540849362,0.06145001631132644,-0.007039970823302998,-0.009388054345736599,0.03617488224181418,0.029029849888378766,-0.028647576212040587,0.0013599662717795678,-0.021442954104643214,0.07942271080829742
0.002000010005,-0.2502580085379146,0.4290763403828693,0.196349540849362,0.06144570677776363,-0.007027649417762723,-0.009390436521186752,0.036180127465627716,0.029020829462357726,-0.028646826860451412,0.0013701474525997532,-0.021394920193716218,0.07941086445185962
0.0030000000075,-0.2502580085379146,0.4290763403828693,0.196349540849362,0.06144146488692328,-0.007015314544942512,-0.009392812477552432,0.0361853043780599,0.029011798069846856,-0.028646060428626944,0.001380355503259382,-0.02134675914385882,0.0793986718050823
0.0039999900099999,-0.2502580085379146,0.4290763403828693,0.196349540849362,0.06143729365052434,-0.0070029983166316105,-0.009395171582629227,0.036190397851785114,0.029002786082966338,-0.028645259905899518,0.0013905920358230376,-0.021298463349434513,0.07938613094249165
0.0050000100125,-0.2502580085379146,0.4290763403828693,0.196349540849362,0.061433175755457335,-0.006990781640926278,-0.009397514723675091,0.03619541172776362,0.02899384962829251,-0.028644440808340475,0.0014008448487741344,-0.0212500903259005,0.07937321323447086
0.006000000015,-0.2502580085379146,0.4290763403828693,0.196349540849362,0.061429096604164915,-0.006978746790172796,-0.009399831943274182,0.03620035526151304,0.028985000110681128,-0.028643606451708475,0.0014110741070089872,-0.021201827861263293,0.07935983669358641
0.0069999900174999,-0.2502580085379146,0.4290763403828693,0.196349540849362,0.061425074132298495,-0.0069669401345839235,-0.009402101083045388,0.036205232280674765,0.028976261141373107,-0.028642760828110236,0.0014212261536250726,-0.021153928903361645,0.07934589261079301
0.00800001002,-0.2502580085379146,0.4290763403828693,0.196349540849362,0.06142114932246267,-0.006955333517259269,-0.009404323022255232,0.03621006626038288,0.028967650919801267,-0.028641949268564185,0.0014312473195265377,-0.02110664645743963,0.07933127218741866
0.0090000000225,-0.2502580085379146,0.4290763403828693,0.196349540849362,0.06141732047061766,-0.006943861525375798,-0.009406502702198408,0.03621486711787868,0.028959121919596858,-0.028641195420603095,0.0014410977330277862,-0.02106016848372876,0.07931589316713547
0.0099999900249999,-0.2502580085379146,0.4290763403828693,0.196349540849362,0.06141352082171296,-0.0069325028087954535,-0.009408633539456578,0.03621964612286824,0.02895064288648948,-0.028640480919270128,0.0014507651316359616,-0.021014552784758122,0.07929972647212222
0.0110000100275,-0.2502580085379146,0.4290763403828693,0.196349540849362,0.06140971276454191,-0.0069212638132850396,-0.009410703524644936,0.03622442945259318,0.028942230009891105,-0.02863979282473139,0.0014602510420353863,-0.020969792156855325,0.0792827695493198
0.01200000003,-0.2502580085379146,0.4290763403828693,0.196349540849362,0.06140591425883666,-0.006910132697251866,-0.009412703353787247,0.036229211432615524,0.028933898129683267,-0.028639104645428976,0.0014695569622496017,-0.02092587953138157,0.07926501972087564
0.0129999900324999,-0.2502580085379146,0.4290763403828693,0.196349540849362,0.06140213309962555,-0.0068990894962441445,-0.009414636593041658,0.036233952503203194,0.028925648538872573,-0.028638394633721826,0.0014786843618779357,-0.020882807973615365,0.07924647418372081
0.014000010035,-0.2502580085379146,0.4290763403828693,0.196349540849362,0.06139835065304187,-0.006888118319840305,-0.009416506802651268,0.036238626655059884,0.028917468306002066,-0.028637666792761966,0.001487634682327584,-0.02084057068165739,0.07922713000912734
0.0150000000375,-0.2502580085379146,0.4290763403828693,0.196349540849362,0.06139455777295335,-0.006877204639423544,-0.009418331091330072,0.03624325937840986,0.02890936415917674,-0.028636916313972385,0.0014964093370412386,-0.02079916098535634,0.07920698414224568
0.0159999900399999,-0.2502580085379146,0.4290763403828693,0.196349540849362,0.06139077309814378,-0.006866357651106253,-0.009420144861707074,0.03624790733415762,0.028901357065033335,-0.028636136353654747,0.0015050097117203,-0.02075857234525556,0.07918603340162234
0.0170000100425,-0.2502580085379146,0.4290763403828693,0.196349540849362,0.06138703424382337,-0.0068556021441050835,-0.009421980804663018,0.03625258923316562,0.02889343411365537,-0.028635363438514923,0.001513437164543708,-0.020718798351560336,0.07916427447869742
0.018000000045,-0.2502580085379146,0.4290763403828693,0.196349540849362,0.06138336120898187,-0.006844950039396586,-0.00942386551371684,0.03625727025073618,0.028885593245856333,-0.02863463138507065,0.0015216930263824268,-0.020679832723125645,0.07914170393728216
0.0189999900474999,-0.2502580085379146,0.4290763403828693,0.196349540849362,0.06137972859232222,-0.0068344186887701955,-0.009425808644132162,0.03626192166142469,0.028877835798258457,-0.028633907598527884,0.0015297786010096172,-0.02064166930646424,0.07911831821301626
0.02000001005,-0.2502580085379146,0.4290763403828693,0.196349540849362,0.06137614555901529,-0.006824031554073046,-0.00942780630229237,0.03626653574596461,0.028870119741871033,-0.028633171005786134,0.0015376951653065295,-0.020604302074774882,0.07909411361280504
0.0210000000525,-0.2502580085379146,0.4290763403828693,0.196349540849362,0.06137267956113599,-0.006813777547084981,-0.009429843756168696,0.036271089194593674,0.028862434903443805,-0.028632436450892033,0.00154544396946415,-0.02056772512699058,0.07906908631423613
0.0219999900549999,-0.2502580085379146,0.4290763403828693,0.196349540849362,0.0613693831516786,-0.006803615772458002,-0.009431879846831458,0.03627554446039028,0.028854783311162258,-0.028631669983422366,0.0015530262371806327,-0.02053193268684669,0.07904323236497596
0.0230000100575,-0.2502580085379146,0.4290763403828693,0.196349540849362,0.061366237739835745,-0.0067935392282111335,-0.009433889002410017,0.03627988974044385,0.028847143954246597,-0.02863085933663068,0.001560443165854546,-0.02049691910196873,0.07901654768214547
0.02400000006,-0.2502580085379146,0.4290763403828693,0.196349540849362,0.06136317527585853,-0.006783578871329353,-0.009435885633146717,0.036284159305910904,0.02883954122913732,-0.028630066787229427,0.001567695926773967,-0.02046267884297974,0.07898902805167546
0.0249999900624999,-0.2502580085379146,0.4290763403828693,0.196349540849362,0.061360166346464726,-0.006773769057635742,-0.009437869916398172,0.036288393520553776,0.028831999535528844,-0.028629277355341414,0.001574785665301453,-0.020429206502627084,0.078960669127641
0.026000010065,-0.2502580085379146,0.4290763403828693,0.196349540849362,0.061357227626964404,-0.006764162454319902,-0.00943984677234859,0.03629258530575074,0.02882453311298463,-0.028628426589012032,0.001581713501054918,-0.020396496794928533,0.07893146643157521
0.0270000000675,-0.2502580085379146,0.4290763403828693,0.196349540849362,0.061354411717188896,-0.006754795481738571,-0.009441845517847852,0.036296677429053334,0.028817169084120516,-0.028627525255925195,0.0015884805280844438,-0.020364544554337487,0.07890141535176193
0.0279999900699999,-0.2502580085379146,0.4290763403828693,0.196349540849362,0.061351756318401826,-0.006745636133482496,-0.00944385548718468,0.03630063840189273,0.028809872909630694,-0.028626612582819413,0.0015950878150450525,-0.02033334473492725,0.0788705111425075
0.0290000100725,-0.2502580085379146,0.4290763403828693,0.196349540849362,0.06134923002036929,-0.006736618536411057,-0.00944585042846465,0.036304509916026566,0.028802613444754148,-0.028625731861646794,0.001601536405365471,-0.02030289240959415,0.07883874892339125
0.030000000075,-0.2502580085379146,0.4290763403828693,0.196349540849362,0.061346781770924085,-0.006727712070556278,-0.009447829163487338,0.03630834449852179,0.02879542460752518,-0.02862490605609314,0.001607827317412909,-0.020273182769279453,0.07880612367849486
0.0309999900774999,-0.2502580085379146,0.4290763403828693,0.196349540849362,0.06134439779852356,-0.0067189450860248665,-0.009449787801798818,0.03631214384540348,0.028788336933734376,-0.028624117472513245,0.0016139615446538805,-0.02024421112220992,0.07877263025561017
0.03200001008,-0.2502580085379146,0.4290763403828693,0.196349540849362,0.06134211109887505,-0.006710366276417894,-0.009451719740346075,0.03631587440898562,0.028781385034379377,-0.028623332833388127,0.0016199400558110939,-0.020215972893156874,0.07873826336542558
0.0330000000825,-0.2502580085379146,0.4290763403828693,0.196349540849362,0.06133990994789648,-0.0067019904668774175,-0.009453629894663643,0.03631955007471622,0.028774581168303406,-0.02862253580413628,0.0016257637950164328,-0.020188463622713662,0.07870301758069073
0.0339999900849999,-0.2502580085379146,0.4290763403828693,0.196349540849362,0.061337689106024065,-0.006693792516072005,-0.009455537410124174,0.036323215897527086,0.028767896945290125,-0.02862172970247664,0.0016314336819600542,-0.020161678966591448,0.07866688733535947
0.0350000100875,-0.2502580085379146,0.4290763403828693,0.196349540849362,0.06133535485290416,-0.006685769662684031,-0.009457447877796229,0.036326869492231816,0.02876134397025642,-0.02862087921622368,0.0016369506120356271,-0.020135563370639497,0.07862999622145053
0.03600000009,-0.2502580085379146,0.4290763403828693,0.196349540849362,0.06133292189066649,-0.006677950335309687,-0.009459354012644411,0.036330496951598575,0.028754951480068246,-0.02861995919480153,0.0016423154564817336,-0.02010995873777838,0.07859272630630512
0.0369999900924999,-0.2502580085379146,0.4290763403828693,0.196349540849362,0.061330474038428055,-0.006670320285304461,-0.00946124242991709,0.036334101308661076,0.02874872703933561,-0.02861899937543988,0.0016475290625194558,-0.02008465572732679,0.07855558889518353
0.038000010095,-0.2502580085379146,0.4290763403828693,0.196349540849362,0.06132805445177413,-0.006662814453075646,-0.00946308212299823,0.03633769304913924,0.02874263688768347,-0.028618022037094914,0.0016525922534861696,-0.020059445046235896,0.07851909531427123
0.0390000000975,-0.2502580085379146,0.4290763403828693,0.196349540849362,0.061325636485341915,-0.0066553772779133265,-0.009464855635013411,0.03634128469074272,0.02873660729215984,-0.028617072499085114,0.001657505828965567,-0.02003416874033125,0.07848362769368818
0.0399999900999999,-0.2502580085379146,0.4290763403828693,0.196349540849362,0.06132317587362193,-0.0066479992890431765,-0.009466562445796585,0.03634487113088181,0.02873063432865068,-0.028616225224448223,0.0016622705649139275,-0.020008771493662147,0.07844930973009544
